endTime,artistName,trackName,msPlayed
2019-07-28 00:09,The Zombies,Time of the Season - Mono Version,214026
2019-07-28 00:11,The Kinks,All Day and All of the Night,141506
2019-07-28 00:15,David Bowie,Suffragette City - 2012 Remaster,208413
2019-07-28 00:18,The Smiths,Heaven Knows I'm Miserable Now - 2011 Remaster,215760
2019-07-28 00:22,The Clash,London Calling - Remastered,200480
2019-07-28 00:29,The Velvet Underground,Heroin,433573
2019-07-28 00:33,Roxy Music,More Than This - Remastered,270693
2019-07-28 00:36,David Bowie,Rock 'n' Roll Suicide - 2012 Remaster,178265
2019-07-28 00:41,XTC,Making Plans For Nigel,253800
2019-07-28 00:44,The Clash,Lost in the Supermarket - Remastered,226946
2019-07-28 00:47,The Zombies,This Will Be Our Year,127733
2019-07-28 03:34,Thelma Houston,Don't Leave Me This Way - Single Version,27093
2019-07-28 03:34,George Harrison,If Not For You - 2014 Mix,132455
2019-07-28 03:38,Thelma Houston,Don't Leave Me This Way - Single Version,213951
2019-07-28 04:55,Monster Rally,Sunny Sloth,5184
2019-07-28 04:55,Thelma Houston,Don't Leave Me This Way - Single Version,0
2019-07-28 04:59,Monster Rally,Sunny Sloth,186724
2019-07-28 05:02,Buzzy Lee,Walk Away,198453
2019-07-28 05:09,Peggy Gou,It Makes You Forget (Itgehane) - I:Cube Remix,401721
2019-07-28 05:15,Hailu Mergia,Migibima Moltual,386760
2019-07-28 05:20,Paul White,Returning,273187
2019-07-28 05:25,Marie Davidson,La Ecstase,317589
2019-07-28 05:26,Still Woozy,Habit,72500
2019-07-28 05:34,Aphex Twin,#3,464293
2019-07-28 05:35,Aphex Twin,Windowlicker,44250
2019-07-28 05:39,Chance the Rapper,The Man Who Has Everything,201088
2019-07-28 05:41,Still Woozy,Habit,153857
2019-07-28 05:44,Marvin Gaye,You,145093
2019-07-28 05:46,The Temptations,I Wish It Would Rain,162707
2019-07-28 05:48,Buddy Holly,Everyday,129120
2019-07-28 05:53,Big Thief,Cattails,245640
2019-07-28 05:59,Cut Worms,Song of the Highest Tower,413578
2019-07-28 06:04,Petite Noir,Blame Fire,247396
2019-07-28 06:10,Hot Chocolate,We Had True Love,376587
2019-07-28 06:14,David Bowie,Rebel Rebel - 2016 Remaster,274747
2019-07-28 06:19,Joe Bataan,Gypsy Woman - Demo Version,246173
2019-07-28 06:24,Marie Davidson,La Ecstase,317589
2019-07-28 06:28,The Comet Is Coming,Unity,253627
2019-07-29 15:16,Mick Jagger,Memo From Turner,247906
2019-07-29 15:53,Bob Dylan,Stuck Inside of Mobile with the Memphis Blues Again,423666
2019-07-30 00:23,White Fence,Sandra (When The Earth Dies),375918
2019-07-30 00:27,The Cleaners From Venus,Clara Bow,209135
2019-07-30 00:31,The Raincoats,Lola,243506
2019-07-30 00:35,Johnny Thunders,You Can't Put Your Arms Round a Memory,226079
2019-07-30 00:41,Buzzcocks,Why Can't I Touch It? - 2001 Remastered Version,396333
2019-07-30 00:44,Terry Reid,Superlungs My Supergirl - 2004 Remaster,163266
2019-07-30 00:47,Beat Happening,Indian Summer,185040
2019-07-30 00:50,Marc Bolan,Cat Black,154066
2019-07-30 01:04,The Shaggs,Philosophy of the World,75658
2019-07-30 01:05,Destroyer,"Hey, Snow White",106393
2019-07-30 01:06,Roky Erickson,Starry Eyes,33436
2019-07-30 01:11,Charles Wright & The Watts 103rd Street Rhythm Band,Comment (If All Men Are Truly Brothers) - Remastered Version,251030
2019-07-30 01:14,Manfred Mann Chapter Three,One Way Glass,200806
2019-07-30 15:42,Manfred Mann Chapter Three,One Way Glass,4388
2019-07-30 15:46,The Limiñanas,Cold Was the Ground,228830
2019-07-30 15:47,Meat Puppets,Up on the Sun,47915
2019-07-30 15:49,Mott The Hoople,All the Young Dudes - David Bowie & Ian Hunter Vocal,158801
2019-07-30 15:54,David Bowie,"Space Oddity - 2019 Mix, Single Edit",282711
2019-07-30 15:58,David Bowie,Starman - 2012 Remaster,254293
2019-07-30 16:04,David Bowie,Heroes - 2017 Remaster,371413
2019-07-30 21:35,David Bowie,Rebel Rebel - 2016 Remaster,274746
2019-07-30 21:41,David Bowie,Life on Mars? - 2015 Remaster,235986
2019-07-31 01:54,David Bowie,Let's Dance - 1999 Remaster,457133
2019-07-31 04:35,David Bowie,Moonage Daydream - 2012 Remaster,34852
2019-07-31 04:38,Emile Mosseri,San Francisco (Be Sure to Wear Flowers in Your Hair),172520
2019-07-31 04:39,Emile Mosseri,"A House, Haunted",61069
2019-07-31 04:44,Emile Mosseri,I Got a Plan,8778
2019-07-31 04:44,Emile Mosseri,The Last Black Man In San Francisco,11375
2019-07-31 04:44,Emile Mosseri,The Last Black Man In San Francisco,12864
2019-07-31 04:44,The Comet Is Coming,Summon The Fire,40875
2019-07-31 04:50,Emile Mosseri,San Francisco (Be Sure to Wear Flowers in Your Hair),62250
2019-07-31 15:14,Emile Mosseri,King Jimmie,68549
2019-07-31 15:17,Emile Mosseri,The Last Black Man In San Francisco,170678
2019-07-31 15:18,Emile Mosseri,Bombing California St.,92775
2019-07-31 15:20,Emile Mosseri,You're Not Better Than Us,98546
2019-07-31 15:21,Emile Mosseri,"""Black Alice in Wonderland""",79053
2019-07-31 15:24,Emile Mosseri,I Got a Plan,9757
2019-07-31 15:24,Emile Mosseri,San Francisco (Be Sure to Wear Flowers in Your Hair),172477
2019-07-31 15:57,Emile Mosseri,"A House, Haunted",7918
2019-07-31 15:57,Emile Mosseri,You're Not Better Than Us,441
2019-07-31 15:57,Emile Mosseri,San Francisco (Be Sure to Wear Flowers in Your Hair),835
2019-07-31 15:57,Emile Mosseri,San Francisco (Be Sure to Wear Flowers in Your Hair),301
2019-07-31 15:57,Emile Mosseri,"""Black Alice in Wonderland""",650
2019-07-31 15:57,Emile Mosseri,"""Black Alice in Wonderland""",394
2019-07-31 15:57,Emile Mosseri,"""Black Alice in Wonderland""",1369
2019-07-31 16:00,Emile Mosseri,King Jimmie,27585
2019-07-31 16:00,Emile Mosseri,"A House, Haunted",0
2019-07-31 16:00,Emile Mosseri,San Francisco (Be Sure to Wear Flowers in Your Hair),172384
2019-07-31 16:00,Jessica Pratt,"Back, Baby",1880
2019-07-31 16:01,Emile Mosseri,King Jimmie,6965
2019-07-31 16:05,Emile Mosseri,"A House, Haunted",8688
2019-07-31 16:05,Emile Mosseri,San Francisco (Be Sure to Wear Flowers in Your Hair),242249
2019-07-31 16:08,Emile Mosseri,"A House, Haunted",4810
2019-07-31 16:08,Emile Mosseri,San Francisco (Be Sure to Wear Flowers in Your Hair),172520
2019-08-01 00:39,Emile Mosseri,"A House, Haunted",3208
2019-08-01 00:39,Emile Mosseri,San Francisco (Be Sure to Wear Flowers in Your Hair),267698
2019-08-01 00:42,Emile Mosseri,"A House, Haunted",399
2019-08-01 00:42,Emile Mosseri,San Francisco (Be Sure to Wear Flowers in Your Hair),172520
2019-08-01 00:46,Bob Dylan,Stuck Inside of Mobile with the Memphis Blues Again,464
2019-08-01 00:46,Emile Mosseri,"A House, Haunted",12125
2019-08-01 00:46,The Shaggs,Philosophy of the World,11145
2019-08-01 00:46,Emile Mosseri,San Francisco (Be Sure to Wear Flowers in Your Hair),229385
2019-08-01 01:18,White Fence,Sandra (When The Earth Dies),271923
2019-08-01 01:20,The Cleaners From Venus,Clara Bow,101000
2019-08-01 01:22,The Raincoats,Lola,177145
2019-08-01 01:28,Johnny Thunders,You Can't Put Your Arms Round a Memory,190287
2019-08-01 01:35,Buzzcocks,Why Can't I Touch It? - 2001 Remastered Version,396333
2019-08-01 01:37,Terry Reid,Superlungs My Supergirl - 2004 Remaster,163266
2019-08-01 01:41,Beat Happening,Indian Summer,185040
2019-08-01 01:43,Marc Bolan,Cat Black,154066
2019-08-01 01:45,The Shaggs,Philosophy of the World,91598
2019-08-01 01:47,Destroyer,"Hey, Snow White",117214
2019-08-01 15:20,Amadou & Mariam,Bamako to Birmingham,131866
2019-08-01 15:22,Future,Undefeated (feat. Lil Keed),105209
2019-08-01 15:24,HAIM,Want You Back,141432
2019-08-01 15:27,Mavis Staples,Change,176373
2019-08-01 15:29,Earl Sweatshirt,Red Water,104426
2019-08-01 15:35,Sky Ferreira,Downhill Lullaby,332506
2019-08-02 00:48,Low,Dancing and Blood,382674
2019-08-02 00:51,Soccer Mommy,Your Dog,127350
2019-08-02 00:51,Led Zeppelin,Since I've Been Loving You - 2012 Remaster,2995
2019-08-02 00:51,Led Zeppelin,Friends - 2012 Remaster,7592
2019-08-02 00:51,Led Zeppelin,Out on the Tiles - 2012 Remaster,23243
2019-08-02 00:52,Led Zeppelin,Bron-Y-Aur Stomp - 2012 Remaster,49272
2019-08-02 00:53,William Bell,I Forgot To Be Your Lover,59280
2019-08-03 00:07,Tee Grizzley,First Day Out (feat. Meek Mill) - Remix,189840
2019-08-03 00:08,BlocBoy JB,Hooray,45087
2019-08-03 00:12,Pusha T,Millions,283028
2019-08-03 00:12,Tory Lanez,TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix,626
2019-08-03 00:12,Rae Sremmurd,Black Beatles,2066
2019-08-03 00:15,Meek Mill,Going Bad (feat. Drake),180522
2019-08-03 00:19,A$AP Rocky,Purity (feat. Frank Ocean),190427
2019-08-03 01:28,A$AP Rocky,Purity (feat. Frank Ocean),71935
2019-08-03 01:41,Offset,Clout (feat. Cardi B),202791
2019-08-03 01:42,Young Dolph,Major (feat. Key Glock),9902
2019-08-03 01:45,Offset,Clout (feat. Cardi B),205803
2019-08-03 01:48,Young Dolph,Major (feat. Key Glock),195546
2019-08-03 01:50,Sheck Wes,Mo Bamba,76631
2019-08-03 01:54,2 Chainz,NCAA,248013
2019-08-03 01:57,Rich The Kid,Dead Friends,171286
2019-08-03 02:02,Young Thug,"Guwop (feat. Quavo, Offset and Young Scooter)",315973
2019-08-03 02:05,Shy Glizzy,Money Set (feat. Young Thug),189535
2019-08-03 02:10,Metro Boomin,Don't Come Out The House (with 21 Savage),157097
2019-08-03 14:48,The Band,It Makes No Difference - Remastered 2000,42631
2019-08-03 14:48,Sudan Archives,Nont For Sale,11958
2019-08-03 14:50,Alexia Avina,Song 36,121927
2019-08-03 14:53,Slugabed,Gold (feat. Hairy Hands & Peter Lyon),134466
2019-08-03 14:53,GAIKA,Yard,30418
2019-08-03 14:53,Spare Parts For Broken Hearts,Big Win,18158
2019-08-03 14:54,Clairo,Softly,53986
2019-08-03 15:10,Nic Fanciulli,Miracle (Body Rock) - Edit,10959
2019-08-03 15:10,BROCKHAMPTON,I BEEN BORN AGAIN,92020
2019-08-03 15:10,DJ Delish,Identity,18692
2019-08-03 15:14,Four Tet,Teenage Birdsong,213966
2019-08-03 15:17,Massive Attack,Wire - Leaping Dub,216774
2019-08-03 15:21,Sufjan Stevens,Lonely Man of Winter - Doveman Mix feat. Melissa Mary Ahern,219642
2019-08-03 15:27,Skee Mask,Flyby Vfr,328920
2019-08-03 15:30,Disclosure,Where Angels Fear To Tread,225906
2019-08-03 15:34,Space Jesus,"Hmu (feat. Clay Parnell & Rory ""Sweet Boy"" Dolan)",213966
2019-08-03 15:35,Massive Attack,Teardrop - Mazaruni Dub One,49133
2019-08-03 15:35,The Fugs,The Five Feet,15603
2019-08-03 15:36,Victor Brady,Glass House,33297
2019-08-03 15:39,Billie Marten,Bird,219960
2019-08-03 15:43,SYML,Girl - Acoustic,211881
2019-08-03 15:44,Richard Walters,I Won't,50806
2019-08-04 04:05,Offset,Clout (feat. Cardi B),2624
2019-08-04 04:47,Offset,Clout (feat. Cardi B),193856
2019-08-04 04:48,Busta Rhymes,Break Ya Neck,42431
2019-08-04 15:57,The Field,Is This Power,519013
2019-08-04 15:58,Aphex Twin,#10,56016
2019-08-04 15:59,Billy J. Kramer,Do You Want to Know a Secret?,41679
2019-08-04 16:02,Big Thief,Open Desert,147075
2019-08-04 16:02,Big Thief,Paul,5596
2019-08-04 16:06,Big Thief,Contact,234493
2019-08-04 16:09,Big Thief,UFOF,188413
2019-08-04 16:13,Big Thief,Cattails,245640
2019-08-04 16:17,Big Thief,From,238320
2019-08-04 16:21,Big Thief,Open Desert,227533
2019-08-04 16:24,Big Thief,Orange,210306
2019-08-04 16:27,Big Thief,Century,187306
2019-08-04 16:33,Big Thief,Strange,221466
2019-08-04 16:41,Big Thief,Betsy,208466
2019-08-04 16:44,Big Thief,Terminal Paradise,205346
2019-08-04 16:49,Big Thief,Jenni,251693
2019-08-04 16:52,Big Thief,Magic Dealer,181800
2019-08-04 17:04,Big Thief,Strange,221466
2019-08-04 17:04,Alex G,Bobby,29946
2019-08-04 17:08,Big Thief,Open Desert,227533
2019-08-04 17:12,Lee Hazlewood,Your Sweet Love,245920
2019-08-04 17:13,Oneohtrix Point Never,Sleep Dealer,64644
2019-08-04 17:27,Songs: Ohia,Farewell Transmission,832805
2019-08-04 17:38,Stereolab,Brakhage,330466
2019-08-04 17:41,The Durutti Column,Sketch for Summer,177706
2019-08-04 17:47,Grouper,Lighthouse,344160
2019-08-04 17:48,Xiu Xiu,I Luv the Valley OH!,88560
2019-08-04 17:53,John Cale,Paris 1919,246799
2019-08-04 17:56,Julia Holter,Sea Calls Me Home,187360
2019-08-04 18:00,Broadcast,Corporeal,235013
2019-08-04 18:03,CAN,Turtles Have Short Legs,205219
2019-08-04 18:06,Margo Guryan,Sun,156160
2019-08-04 18:12,Scott Walker,Jackie,15238
2019-08-04 18:12,Hailu Mergia,Migibima Moltual,386760
2019-08-04 18:13,Cass McCombs,Brighter!,24706
2019-08-04 18:17,Cate le Bon,Daylight Matters,258143
2019-08-04 18:20,Galaxie 500,Strange,199466
2019-08-04 18:24,Robert Lester Folsom,Jericho,223066
2019-08-04 18:30,Love,Always See Your Face,209133
2019-08-04 18:35,Richard Swift,Lady Luck,258800
2019-08-04 18:39,Big Thief,Cattails,245640
2019-08-04 18:43,U.S. Girls,Velvet 4 Sale,224234
2019-08-04 18:49,Bill Callahan,Lonesome Valley,256346
2019-08-04 18:56,Helado Negro,Transmission Listen,223835
2019-08-04 19:01,NEU!,Hero,292041
2019-08-04 19:04,Lee Hazlewood,Hey Cowboy,204413
2019-08-04 19:11,Tim Buckley,Buzzin' Fly,364160
2019-08-04 19:17,Stereolab,Lo Boob Oscillator,396637
2019-08-04 19:20,Songs: Ohia,John Henry Split My Heart,141391
2019-08-04 22:49,Songs: Ohia,John Henry Split My Heart,49504
2019-08-05 14:54,Mick Jagger,Memo From Turner,15301
2019-08-05 14:54,Van Morrison,Almost Independence Day,2461
2019-08-05 15:00,Aphex Twin,#9,16674
2019-08-05 15:00,Kelly Lee Owens,Bird,315266
2019-08-05 15:00,Octo Octa,Work Me,5758
2019-08-05 15:03,Arca,Desafío,153042
2019-08-05 15:04,Amon Tobin,Bridge,52662
2019-08-05 15:06,Skee Mask,Rev8617,141363
2019-08-05 15:09,Julia Holter,Sea Calls Me Home,187360
2019-08-05 15:13,Mount Kimbie,Blue Train Lines,250150
2019-08-05 15:51,Throwing Snow,Lumen,308908
2019-08-06 00:14,Four Tet,SW9 9SL,413032
2019-08-06 00:59,The Field,Is This Power,519013
2019-08-06 01:00,Holly Herndon,Eternal,20304
2019-08-06 01:04,DJ Koze,Music on My Teeth,256347
2019-08-06 15:10,Carla Thomas,What A Fool I've Been,5270
2019-08-06 15:10,Andy Stott,Luxury Problems,0
2019-08-06 15:10,Mark Pritchard,Sad Alron,147169
2019-08-06 15:12,The 13th Floor Elevators,You're Gonna Miss Me (2008 Remastered Original Mono LP Version),146737
2019-08-06 15:18,Stereolab,Brakhage,330466
2019-08-06 15:22,John Cale,Paris 1919,246799
2019-08-06 15:26,Broadcast,Corporeal,235013
2019-08-06 15:31,Kevin Ayers,When Your Parents Go to Sleep - 2003 Remaster,347023
2019-08-06 18:23,Drugdealer,The End Of Comedy,151066
2019-08-07 00:15,Thee Oh Sees,Sticky Hulks,410600
2019-08-07 00:16,Silver Jews,Random Rules,63640
2019-08-07 00:17,Weyes Blood,A Lot's Gonna Change,66966
2019-08-07 00:25,Angel Olsen,Sister,465973
2019-08-07 00:28,Low,Disarray,232830
2019-08-07 00:32,Suicide,Dream Baby Dream - Single Edit,193190
2019-08-07 00:38,The Velvet Underground,Rock and Roll - Full Length Version; 2015 Remaster,283000
2019-08-07 00:41,Grouper,I'm Clean Now,174370
2019-08-07 00:45,Julia Holter,Sea Calls Me Home,187360
2019-08-07 01:03,Richard Swift,Lady Luck,258800
2019-08-07 01:07,Lee Hazlewood,Your Sweet Love,245920
2019-08-07 01:49,NEU!,Wave Mother,280219
2019-08-07 15:05,NEU!,Wave Mother,12416
2019-08-07 15:08,Love,Alone Again Or - 2015 Remaster,170962
2019-08-07 15:09,New York Dolls,Personality Crisis,20526
2019-08-07 15:12,The Clean,Slug Song,198400
2019-08-07 15:14,T. Rex,Life Is Strange,150600
2019-08-07 15:52,Tim Buckley,Buzzin' Fly,422715
2019-08-08 00:27,Stereolab,Lo Boob Oscillator,396637
2019-08-08 00:28,The Cleaners From Venus,Modern TV,39430
2019-08-08 01:00,Flamin' Groovies,Shake Some Action,219312
2019-08-08 01:00,John Cale,Ship Of Fools,44953
2019-08-08 01:01,Nico,The Fairest Of The Seasons,27678
2019-08-08 01:04,The Tallest Man On Earth,Hotel Bar,145589
2019-08-08 01:05,The Tallest Man On Earth,The Running Styles of New York,46834
2019-08-08 01:24,The Tallest Man On Earth,I Won't Be Found,167533
2019-08-08 01:27,The Tallest Man On Earth,Pistol Dreams,214666
2019-08-08 01:30,The Tallest Man On Earth,Honey Won't You Let Me In,176760
2019-08-08 01:33,The Tallest Man On Earth,Shallow Grave,157826
2019-08-08 01:36,The Tallest Man On Earth,Where Do My Bluebird Fly,197920
2019-08-08 01:40,The Tallest Man On Earth,The Gardener,237000
2019-08-08 01:42,The Tallest Man On Earth,The Blizzard's Never Seen the Desert Sands,121306
2019-08-08 01:45,The Tallest Man On Earth,The Sparrow and the Medicine,186066
2019-08-08 01:48,The Tallest Man On Earth,Into the Stream,167426
2019-08-08 01:52,The Tallest Man On Earth,This Wind,204306
2019-08-08 01:55,The Tallest Man On Earth,The Sparrow and the Medicine,186066
2019-08-08 02:08,Sharon Van Etten,Seventeen,59936
2019-08-08 02:11,The Tallest Man On Earth,The Wild Hunt,201600
2019-08-08 02:15,The Tallest Man On Earth,Burden of Tomorrow,213786
2019-08-08 02:18,The Tallest Man On Earth,Troubles Will Be Gone,181853
2019-08-08 02:21,The Tallest Man On Earth,You're Going Back,184933
2019-08-08 02:31,The Tallest Man On Earth,The Drying of the Lawns,129428
2019-08-08 14:42,The Tallest Man On Earth,The Drying of the Lawns,47697
2019-08-08 14:45,The Tallest Man On Earth,King of Spain,206186
2019-08-08 14:50,The Tallest Man On Earth,Love is All,255853
2019-08-08 14:53,The Tallest Man On Earth,Thousand Ways,173413
2019-08-08 14:56,The Tallest Man On Earth,A Lion's Heart,195386
2019-08-08 14:59,The Tallest Man On Earth,Kids on the Run,207297
2019-08-08 15:00,BROCKHAMPTON,IF YOU PRAY RIGHT,12701
2019-08-08 15:00,BROCKHAMPTON,I BEEN BORN AGAIN,4179
2019-08-08 15:00,Biig Piig,Sunny,9055
2019-08-08 15:00,Chinatown Slalom,Where U At?,0
2019-08-08 15:01,Chinatown Slalom,Where U At?,70820
2019-08-08 15:03,BROCKHAMPTON,IF YOU PRAY RIGHT,125503
2019-08-08 15:07,Rico Nasty,Time Flies,185806
2019-08-08 15:11,Charli XCX,Gone,244330
2019-08-08 15:15,Jenny Hval,Ashes to Ashes,255191
2019-08-08 15:21,Mark Ronson,True Blue (feat. Angel Olsen),348488
2019-08-08 15:21,Floating Points,LesAlpx,44665
2019-08-09 05:22,Sweetwater,My Crystal Spider - Remastered Version,3050
2019-08-09 14:46,Keef Hartley Band,Too much thinking,9868
2019-08-09 14:47,Ten Years After,Hobbit - Live,13072
2019-08-09 14:50,Love,Always See Your Face,209133
2019-08-09 14:51,The Zombies,Care Of Cell 44,44625
2019-08-09 14:52,Dr. John,I Walk on Guilded Splinters,53591
2019-08-09 14:53,The Kinks,Shangri-La - Mono Mix,61114
2019-08-09 14:55,Neil Young,Everybody Knows This Is Nowhere - 2009 Remaster,149146
2019-08-09 14:58,Love,Alone Again Or - 2015 Remaster,197274
2019-08-09 15:01,Jefferson Airplane,Today,177546
2019-08-09 15:02,Scott Walker,The Old Man's Back Again (Dedicated To The Neo-Stalinist Regime),40169
2019-08-09 15:05,Jefferson Airplane,Today,177546
2019-08-09 17:14,Scott Walker,The Old Man's Back Again (Dedicated To The Neo-Stalinist Regime),93441
2019-08-09 17:21,Van Morrison,Astral Weeks - 1999 Remaster,426053
2019-08-09 17:24,The Creation,Making Time,177453
2019-08-09 17:28,Nico,These Days,210653
2019-08-09 17:30,The 13th Floor Elevators,You're Gonna Miss Me (2008 Remastered Original Mono LP Version),146737
2019-08-09 17:31,Frank Zappa,Trouble Every Day,36187
2019-08-09 17:32,The Flying Burrito Brothers,Hot Burrito #1,69752
2019-08-09 17:33,The Byrds,Goin' Back,44025
2019-08-09 17:37,The Velvet Underground,I'm Waiting For The Man,279520
2019-08-09 17:38,Captain Beefheart & His Magic Band,Zig Zag Wanderer,45152
2019-08-09 17:41,Donovan,Hurdy Gurdy Man,190217
2019-08-09 17:42,Fred Neil,Everybody's Talkin',59187
2019-08-09 17:45,Alice Coltrane,Lovely Sky Boat,169319
2019-08-09 17:48,John Fahey,On The Sunny Side Of The Ocean,193240
2019-08-09 19:27,The Zombies,This Will Be Our Year,10967
2019-08-09 22:27,Altin Gün,Goca Dünya,240093
2019-08-09 22:29,Altin Gün,Goca Dünya,7337
2019-08-09 22:29,Guts,Ghetto in Paradise,72933
2019-08-09 22:36,Altin Gün,Goca Dünya,431877
2019-08-09 22:39,Altin Gün,Kırşehirin Gülleri,201005
2019-08-09 22:55,Altin Gün,Anlatmam Derdimi,252653
2019-08-10 00:40,Erkin Koray,Mesafeler,48055
2019-08-10 00:40,Altin Gün,Goca Dünya,5897
2019-08-10 00:41,Altin Gün,Tatlı Dile Güler Yüze,21710
2019-08-10 00:41,Altin Gün,Goca Dünya,12167
2019-08-10 00:41,Altin Gün,Goca Dünya,3297
2019-08-10 00:41,Altin Gün,Goca Dünya,7941
2019-08-10 00:45,Altin Gün,Goca Dünya,240093
2019-08-10 00:46,Jonathan Richman & The Modern Lovers,Roadrunner (Once),4388
2019-08-10 00:46,Altin Gün,Goca Dünya,25425
2019-08-10 00:46,Guts,Ghetto in Paradise,31114
2019-08-10 00:49,Little Richard,Rip It Up,141400
2019-08-10 00:50,The Byrds,Eight Miles High,100493
2019-08-10 00:53,The Creation,Making Time,177453
2019-08-10 00:54,The 13th Floor Elevators,You're Gonna Miss Me (2008 Remastered Original Mono LP Version),3900
2019-08-10 00:54,The Spencer Davis Group,I'm A Man,37806
2019-08-10 00:55,David Bowie,Rebel Rebel - 2016 Remaster,3436
2019-08-10 00:55,Jonathan Richman & The Modern Lovers,Roadrunner (Once),11981
2019-08-10 00:55,MC5,I Don’t Mind (1965),33158
2019-08-10 01:01,David Bowie,Heroes - 2017 Remaster,371413
2019-08-10 01:02,White Fence,Sandra (When The Earth Dies),33682
2019-08-10 01:04,The Third Bardo,I'm Five Years Ahead of My Time,136293
2019-08-10 01:08,Misfits,Last Caress,119826
2019-08-10 01:11,The Sonics,Have Love Will Travel,160400
2019-08-10 01:13,Little Richard,Rip It Up,141400
2019-08-10 01:20,The Byrds,Eight Miles High,214640
2019-08-10 01:23,The Creation,Making Time,177453
2019-08-10 01:47,The 13th Floor Elevators,You're Gonna Miss Me (2008 Remastered Original Mono LP Version),0
2019-08-10 01:47,The Spencer Davis Group,I'm A Man,171826
2019-08-10 01:47,YoungBoy Never Broke Again,Outside Today,11733
2019-08-10 01:49,YoungBoy Never Broke Again,Outside Today,117703
2019-08-10 01:54,Marie Davidson,La Ecstase,317589
2019-08-10 01:58,Chance the Rapper,The Man Who Has Everything,218624
2019-08-10 02:02,The Limiñanas,Cold Was the Ground,228831
2019-08-10 02:05,Midnight Sister,Blue Cigar,210373
2019-08-10 02:08,Hot Chocolate,We Had True Love,173750
2019-08-10 02:12,Bob Marley & The Wailers,Is This Love,230733
2019-08-10 02:17,Bob Marley & The Wailers,"No Woman, No Cry - Live At The Lyceum, London/1975",301250
2019-08-10 02:24,Bob Marley & The Wailers,"No Woman, No Cry - Live At The Lyceum, London/1975",428360
2019-08-10 02:28,Bob Marley & The Wailers,Could You Be Loved,237133
2019-08-10 02:31,Bob Marley & The Wailers,Three Little Birds,180440
2019-08-10 02:35,Bob Marley & The Wailers,Buffalo Soldier,257787
2019-08-10 02:39,The Wailers,"Get Up, Stand Up",197573
2019-08-10 02:44,Bob Marley & The Wailers,Stir It Up,330760
2019-08-10 02:47,Bob Marley & The Wailers,Easy Skanking,177440
2019-08-10 02:50,Bob Marley & The Wailers,One Love / People Get Ready - Medley,172200
2019-08-10 02:55,The Wailers,I Shot The Sheriff,280467
2019-08-10 02:59,Bob Marley & The Wailers,Waiting In Vain,256493
2019-08-10 03:03,Bob Marley & The Wailers,Redemption Song,227840
2019-08-10 03:07,Bob Marley & The Wailers,Satisfy My Soul,271200
2019-08-10 03:17,Bob Marley & The Wailers,Exodus,223265
2019-08-10 03:21,Bob Marley & The Wailers,Jamming,211426
2019-08-10 03:22,Bob Marley & The Wailers,Punky Reggae Party,71711
2019-08-10 15:38,Bob Marley & The Wailers,Punky Reggae Party,3297
2019-08-10 15:51,Bob Marley & The Wailers,Is This Love,230733
2019-08-10 23:44,Bob Marley & The Wailers,"No Woman, No Cry - Live At The Lyceum, London/1975",428360
2019-08-10 23:45,Bob Marley & The Wailers,Could You Be Loved,37370
2019-08-12 15:00,Bob Marley & The Wailers,Is This Love,230733
2019-08-12 15:07,Bob Marley & The Wailers,"No Woman, No Cry - Live At The Lyceum, London/1975",428360
2019-08-12 15:44,Bob Marley & The Wailers,Could You Be Loved,237133
2019-08-12 15:47,Bob Marley & The Wailers,Three Little Birds,180440
2019-08-13 00:14,Bob Marley & The Wailers,Buffalo Soldier,257786
2019-08-13 00:17,The Wailers,"Get Up, Stand Up",197573
2019-08-13 00:23,Bob Marley & The Wailers,Stir It Up,330760
2019-08-13 00:50,Bob Marley & The Wailers,Easy Skanking,86854
2019-08-13 00:53,Bob Marley & The Wailers,One Love / People Get Ready - Medley,172200
2019-08-13 00:58,The Wailers,I Shot The Sheriff,280466
2019-08-13 01:10,Bob Marley & The Wailers,Waiting In Vain,256493
2019-08-13 01:21,Bob Marley & The Wailers,Redemption Song,241772
2019-08-13 01:26,Bob Marley & The Wailers,Satisfy My Soul,271200
2019-08-13 02:04,Bob Marley & The Wailers,Exodus,318999
2019-08-13 02:08,Billie Eilish,bad guy,194087
2019-08-13 02:13,9th Wonder,SirBlue!!!,282634
2019-08-13 02:16,La Force,Mama Papa,216623
2019-08-13 14:48,Aphex Twin,Alberto Balsalm,10657
2019-08-13 14:48,Aphex Twin,Jynweythek,20897
2019-08-13 14:48,Rival Consoles,Dreamer's Wake,5317
2019-08-13 14:49,Aphex Twin,Windowlicker,39473
2019-08-13 14:50,Karen Dalton,Something On Your Mind,16648
2019-08-13 14:50,The Kinks,Powerman,45209
2019-08-13 14:50,Abner Jay,I'm so Depressed,1904
2019-08-13 14:50,Tim Buckley,Buzzin' Fly,15859
2019-08-13 14:51,Ann Peebles,I Can't Stand the Rain,46625
2019-08-13 14:51,Songs: Ohia,Farewell Transmission,9822
2019-08-13 14:51,Spectral Display,It Takes A Muscle [To Fall In Love],7569
2019-08-13 14:51,Syl Johnson,Is It Because I'm Black,1207
2019-08-13 14:51,Tune-Yards,Real Thing,1927
2019-08-13 14:51,Sharon Jones & The Dap-Kings,Inspiration Information,13885
2019-08-13 14:52,Tenniscoats,Papaya,5387
